BondID,State,CreditRating,Sector,Coupon,IssueDate,MaturityDate,Price,Yield,Duration
BOND0897,TX,AA,Transportation,4.82,2019-04-01,2028-04-01,93.48,3.17,4.01
BOND0898,NY,AA,Utilities,3.09,2010-03-01,2027-03-01,98.76,2.74,3.33
BOND0899,CA,AA,Education,3.47,2010-12-01,2030-12-01,92.02,2.46,6.77
BOND0900,IL,A,Healthcare,3.76,2011-05-01,2031-05-01,90.11,4.5,4.86
BOND0901,IL,AA,Education,3.4,2016-04-01,2032-04-01,93.39,2.41,8.11
BOND0902,IL,A,Utilities,2.89,2016-04-01,2033-04-01,94.53,4.79,7.89
BOND0903,NY,AA,Public Safety,3.64,2017-08-01,2033-08-01,96.64,3.37,4.23
BOND0904,CA,AA,Public Safety,2.47,2010-08-01,2015-08-01,96.65,2.86,5.52
BOND0905,TX,AA,Healthcare,3.05,2012-01-01,2023-01-01,106.47,3.21,5.88
BOND0906,NY,A,Education,4.52,2013-06-01,2022-06-01,97.03,4.08,8.58
BOND0907,NY,A,Transportation,3.54,2021-07-01,2028-07-01,106.88,4.66,8.67
BOND0908,IL,AA,Transportation,4.46,2021-10-01,2033-10-01,96.21,2.12,3.01
BOND0909,CA,A,Public Safety,3.91,2015-08-01,2031-08-01,105.57,4.07,7.36
BOND0910,CA,A,Utilities,3.7,2022-01-01,2042-01-01,96.4,4.54,4.0
BOND0911,FL,AA,Public Safety,5.12,2012-01-01,2028-01-01,102.39,2.65,5.71
BOND0912,CA,AA,Public Safety,2.63,2021-11-01,2035-11-01,105.42,2.66,9.79
BOND0913,NY,AAA,Healthcare,3.74,2014-08-01,2033-08-01,94.52,1.55,4.5
BOND0914,NY,AA,Transportation,4.56,2012-07-01,2018-07-01,97.82,1.66,6.87
BOND0915,IL,A,Education,2.09,2015-05-01,2021-05-01,105.43,3.67,4.03
BOND0916,IL,A,Education,4.1,2021-02-01,2032-02-01,101.03,4.26,6.14
BOND0917,TX,AA,Education,3.66,2014-06-01,2028-06-01,99.28,2.79,6.31
BOND0918,CA,AA,Healthcare,5.21,2016-07-01,2026-07-01,100.34,3.26,4.33
BOND0919,CA,A,Education,2.58,2016-01-01,2021-01-01,94.06,4.1,7.77
BOND0920,CA,A,Utilities,4.3,2020-01-01,2038-01-01,95.97,3.53,6.74
BOND0921,CA,AA,Public Safety,2.15,2010-10-01,2030-10-01,102.59,3.03,6.54
BOND0922,CA,A,Education,5.23,2014-10-01,2029-10-01,94.97,3.95,3.5
BOND0923,CA,AA,Public Safety,2.44,2021-08-01,2036-08-01,95.18,2.59,6.53
BOND0924,IL,A,Utilities,4.86,2018-07-01,2025-07-01,94.6,4.65,4.29
BOND0925,IL,AA,Utilities,2.99,2011-11-01,2024-11-01,96.15,2.02,5.35
BOND0926,IL,AA,Public Safety,2.83,2021-04-01,2029-04-01,94.95,1.79,5.66
BOND0927,FL,A,Transportation,4.23,2014-06-01,2034-06-01,93.84,4.41,5.55
BOND0928,CA,AA,Transportation,3.97,2018-12-01,2037-12-01,100.42,2.33,4.29
BOND0929,NY,A,Transportation,2.22,2015-09-01,2026-09-01,104.23,4.73,5.53
BOND0930,CA,A,Public Safety,2.86,2016-12-01,2023-12-01,105.68,3.68,5.91
BOND0931,CA,AA,Education,2.25,2014-01-01,2028-01-01,107.22,2.98,7.15
BOND0932,CA,AA,Transportation,5.36,2016-04-01,2027-04-01,108.16,2.86,3.03
BOND0933,CA,A,Utilities,4.62,2021-06-01,2033-06-01,102.93,3.71,8.57
BOND0934,IL,AA,Utilities,3.24,2018-06-01,2024-06-01,91.68,2.02,4.37
BOND0935,NY,AA,Transportation,2.87,2011-06-01,2019-06-01,107.19,1.79,7.28
BOND0936,FL,AAA,Public Safety,5.24,2011-07-01,2027-07-01,100.6,1.64,3.15
BOND0937,CA,A,Education,2.45,2017-01-01,2028-01-01,93.92,3.97,5.97
BOND0938,CA,AA,Transportation,4.36,2021-02-01,2036-02-01,90.78,2.37,7.44
BOND0939,TX,AA,Transportation,3.75,2021-11-01,2041-11-01,105.89,1.65,9.78
BOND0940,FL,AA,Education,4.33,2012-02-01,2027-02-01,90.38,3.16,9.92
BOND0941,FL,AAA,Utilities,2.47,2011-12-01,2026-12-01,91.22,1.84,3.02
BOND0942,NY,AA,Utilities,3.5,2014-01-01,2034-01-01,104.13,2.32,7.41
BOND0943,CA,AA,Transportation,5.09,2016-11-01,2026-11-01,100.33,2.63,7.72
BOND0944,IL,AA,Healthcare,2.16,2022-11-01,2033-11-01,98.79,2.52,6.32
BOND0945,FL,AA,Transportation,3.07,2012-03-01,2020-03-01,97.22,2.06,7.32
BOND0946,IL,A,Education,2.96,2019-01-01,2038-01-01,99.21,4.37,6.31
BOND0947,NY,A,Education,4.82,2019-05-01,2031-05-01,98.59,4.07,6.12
BOND0948,IL,A,Utilities,2.11,2022-05-01,2030-05-01,97.79,3.85,5.69
BOND0949,IL,AA,Healthcare,4.03,2010-10-01,2027-10-01,102.91,2.08,5.06
BOND0950,TX,AA,Utilities,3.66,2013-03-01,2019-03-01,93.95,3.1,5.6
BOND0951,NY,A,Healthcare,3.56,2010-08-01,2021-08-01,93.83,3.83,5.17
BOND0952,CA,AA,Education,4.9,2021-08-01,2033-08-01,108.17,3.36,4.27
BOND0953,CA,AA,Transportation,4.41,2022-06-01,2035-06-01,100.59,3.1,4.86
BOND0954,NY,AA,Utilities,4.76,2012-04-01,2029-04-01,96.88,2.31,6.17
BOND0955,CA,AA,Utilities,2.04,2013-10-01,2024-10-01,100.07,1.8,7.16
BOND0956,TX,A,Education,4.19,2021-05-01,2033-05-01,96.95,4.53,3.38
BOND0957,TX,A,Healthcare,3.96,2012-06-01,2031-06-01,96.3,3.93,4.34
BOND0958,IL,AAA,Utilities,4.7,2016-09-01,2030-09-01,90.71,1.87,4.29
BOND0959,FL,AA,Education,2.05,2018-02-01,2029-02-01,106.93,3.15,4.27
BOND0960,NY,AA,Transportation,5.01,2018-02-01,2025-02-01,105.59,1.58,6.27
BOND0961,CA,A,Education,4.4,2022-04-01,2035-04-01,92.32,4.79,4.98
BOND0962,CA,AA,Public Safety,3.06,2010-01-01,2017-01-01,102.37,2.66,5.15
BOND0963,NY,AA,Education,4.81,2019-08-01,2030-08-01,99.17,3.13,6.9
BOND0964,IL,AA,Education,4.14,2018-01-01,2030-01-01,92.53,1.83,8.18
BOND0965,CA,AA,Public Safety,4.1,2015-10-01,2026-10-01,101.36,1.51,9.2
BOND0966,IL,AA,Healthcare,3.91,2018-08-01,2037-08-01,99.85,3.3,8.14
BOND0967,CA,A,Healthcare,4.35,2022-02-01,2038-02-01,103.22,3.72,4.62
BOND0968,IL,A,Transportation,3.74,2017-07-01,2030-07-01,104.59,4.3,8.92
BOND0969,FL,AA,Education,3.33,2011-07-01,2022-07-01,96.72,2.5,6.56
BOND0970,FL,AA,Transportation,4.46,2015-03-01,2035-03-01,107.03,3.01,7.09
BOND0971,NY,AA,Healthcare,2.81,2014-08-01,2031-08-01,91.6,2.41,7.51
BOND0972,FL,AAA,Utilities,3.48,2020-01-01,2040-01-01,108.76,1.59,4.46
BOND0973,FL,AA,Healthcare,3.27,2013-06-01,2032-06-01,102.55,1.76,7.51
BOND0974,NY,AA,Healthcare,3.45,2013-03-01,2031-03-01,101.42,3.38,5.42
BOND0975,TX,AA,Public Safety,2.19,2015-06-01,2026-06-01,103.54,2.84,4.38
BOND0976,FL,AA,Healthcare,3.76,2020-03-01,2034-03-01,98.78,1.65,6.61
BOND0977,TX,AA,Transportation,2.81,2015-01-01,2027-01-01,92.73,2.31,4.68
BOND0978,NY,A,Healthcare,3.44,2013-03-01,2030-03-01,92.19,4.08,3.22
BOND0979,TX,AA,Utilities,2.07,2015-10-01,2023-10-01,94.71,2.63,4.74
BOND0980,CA,A,Education,3.72,2015-03-01,2029-03-01,92.25,4.14,5.46
BOND0981,FL,A,Education,2.38,2020-01-01,2027-01-01,98.23,3.98,6.63
BOND0982,CA,AA,Transportation,5.42,2021-12-01,2027-12-01,101.45,3.18,6.64
BOND0983,CA,A,Healthcare,2.61,2019-02-01,2033-02-01,91.97,4.33,10.0
BOND0984,FL,AA,Public Safety,2.72,2020-06-01,2040-06-01,100.02,3.46,5.08
BOND0985,FL,AA,Healthcare,3.67,2016-07-01,2027-07-01,104.6,1.69,8.02
BOND0986,IL,A,Transportation,3.86,2018-05-01,2030-05-01,103.72,4.13,4.65
BOND0987,FL,AA,Transportation,3.3,2010-03-01,2029-03-01,108.9,2.74,8.8
BOND0988,TX,A,Healthcare,4.0,2010-03-01,2027-03-01,94.18,4.48,5.87
BOND0989,FL,AA,Utilities,4.98,2020-10-01,2034-10-01,100.89,2.4,8.64
BOND0990,CA,A,Transportation,4.02,2018-06-01,2037-06-01,106.93,3.65,3.4
BOND0991,FL,AA,Public Safety,4.19,2019-05-01,2039-05-01,93.25,2.51,6.73
BOND0992,NY,A,Public Safety,5.47,2012-12-01,2023-12-01,101.72,4.41,3.86
BOND0993,CA,AA,Transportation,5.45,2012-02-01,2026-02-01,96.23,3.22,7.6
BOND0994,CA,A,Public Safety,3.52,2016-04-01,2021-04-01,107.63,4.15,6.38
BOND0995,NY,AA,Transportation,4.41,2014-07-01,2023-07-01,100.18,2.25,7.53
BOND0996,NY,AA,Transportation,3.31,2020-12-01,2028-12-01,92.48,2.8,4.19
BOND0997,CA,AAA,Utilities,2.2,2016-10-01,2035-10-01,99.66,1.54,3.08
BOND0998,TX,AA,Public Safety,3.75,2013-08-01,2023-08-01,96.15,3.05,9.55
BOND0999,NY,AAA,Public Safety,3.05,2011-03-01,2028-03-01,92.75,1.57,4.05
BOND1000,CA,AA,Utilities,2.98,2018-02-01,2033-02-01,98.35,2.14,8.88
BOND1001,FL,AA,Healthcare,5.2,2013-03-01,2025-03-01,106.32,3.4,9.27
BOND1002,FL,AA,Public Safety,3.0,2017-04-01,2025-04-01,96.88,2.83,3.04
BOND1003,IL,A,Utilities,3.52,2015-12-01,2034-12-01,108.08,4.42,5.41
BOND1004,IL,AA,Transportation,4.38,2018-09-01,2032-09-01,94.82,3.4,5.86
BOND1005,NY,A,Education,3.23,2010-04-01,2015-04-01,91.7,3.95,7.21
BOND1006,FL,AAA,Transportation,3.72,2022-04-01,2031-04-01,104.59,1.96,4.26
BOND1007,IL,A,Healthcare,2.09,2022-03-01,2037-03-01,91.86,4.68,8.64
BOND1008,IL,A,Utilities,3.45,2014-07-01,2025-07-01,92.95,4.73,4.66
BOND1009,FL,A,Education,3.24,2015-07-01,2023-07-01,96.45,4.37,5.77
BOND1010,NY,AAA,Public Safety,3.69,2011-01-01,2022-01-01,91.99,1.85,3.37
BOND1011,TX,A,Utilities,3.65,2017-01-01,2035-01-01,95.99,4.96,8.98
BOND1012,TX,AA,Utilities,4.13,2013-07-01,2023-07-01,106.22,2.76,9.24
BOND1013,FL,AA,Education,2.85,2016-04-01,2023-04-01,93.11,2.49,4.47
BOND1014,TX,AAA,Education,3.7,2022-04-01,2028-04-01,97.79,1.63,3.33
BOND1015,NY,A,Public Safety,4.84,2014-05-01,2021-05-01,92.13,3.78,5.29
BOND1016,CA,A,Education,2.43,2014-11-01,2030-11-01,93.38,4.57,8.85
BOND1017,TX,AAA,Education,2.96,2016-06-01,2030-06-01,93.22,1.52,4.55
BOND1018,IL,AA,Healthcare,3.72,2012-01-01,2022-01-01,92.3,2.19,8.11
BOND1019,CA,AA,Healthcare,2.58,2021-11-01,2037-11-01,90.11,2.64,4.99
BOND1020,TX,AA,Public Safety,2.33,2022-03-01,2035-03-01,100.77,2.83,5.08
BOND1021,TX,AA,Public Safety,2.9,2012-09-01,2025-09-01,108.75,2.97,9.56
BOND1022,CA,A,Public Safety,2.91,2020-08-01,2039-08-01,100.23,3.9,3.1
BOND1023,FL,AA,Public Safety,2.74,2010-01-01,2026-01-01,96.57,2.58,9.84
BOND1024,FL,AA,Education,4.85,2014-08-01,2034-08-01,96.5,2.1,5.39
BOND1025,IL,A,Healthcare,2.48,2012-04-01,2032-04-01,106.59,4.41,5.14
BOND1026,IL,A,Utilities,2.43,2013-04-01,2026-04-01,93.25,4.4,8.85
BOND1027,NY,A,Transportation,4.86,2017-09-01,2035-09-01,103.86,4.31,9.97
BOND1028,TX,A,Healthcare,2.03,2014-12-01,2034-12-01,99.66,4.86,9.28
BOND1029,IL,AAA,Public Safety,2.53,2012-04-01,2023-04-01,107.91,1.58,4.43
BOND1030,CA,A,Education,4.31,2013-04-01,2018-04-01,96.35,4.88,5.27
BOND1031,CA,A,Public Safety,3.98,2020-07-01,2040-07-01,93.98,4.78,6.09
BOND1032,TX,AAA,Utilities,3.33,2011-03-01,2026-03-01,106.88,1.82,4.61
BOND1033,NY,AA,Utilities,3.04,2022-06-01,2038-06-01,100.63,3.33,4.35
BOND1034,IL,AAA,Healthcare,5.44,2021-06-01,2032-06-01,91.03,1.5,3.5
BOND1035,IL,AA,Public Safety,2.9,2013-07-01,2021-07-01,100.31,2.84,9.34
BOND1036,IL,AA,Utilities,4.5,2017-04-01,2023-04-01,99.06,2.27,3.09
BOND1037,NY,A,Healthcare,3.38,2019-09-01,2036-09-01,101.11,4.15,4.44
BOND1038,FL,AA,Transportation,3.56,2018-08-01,2036-08-01,95.15,2.27,4.45
BOND1039,FL,AA,Healthcare,5.19,2016-08-01,2025-08-01,94.04,1.61,7.1
BOND1040,NY,A,Education,2.35,2019-08-01,2032-08-01,94.13,4.41,5.92
BOND1041,NY,AA,Healthcare,2.13,2022-09-01,2034-09-01,92.9,2.19,7.62
BOND1042,FL,AAA,Public Safety,3.2,2010-04-01,2021-04-01,108.75,1.66,4.55
BOND1043,IL,AA,Public Safety,3.33,2017-10-01,2024-10-01,91.88,3.11,5.45
BOND1044,CA,AA,Utilities,2.05,2013-12-01,2020-12-01,105.72,3.05,9.61
BOND1045,CA,A,Transportation,3.07,2010-03-01,2025-03-01,107.5,4.37,4.33
BOND1046,CA,AAA,Education,5.4,2020-01-01,2031-01-01,92.68,1.95,4.59
BOND1047,FL,A,Education,2.87,2015-05-01,2023-05-01,103.31,4.48,3.65
BOND1048,IL,AA,Transportation,4.13,2011-03-01,2022-03-01,108.92,2.59,4.04
BOND1049,CA,AA,Public Safety,4.83,2019-01-01,2025-01-01,101.56,3.32,8.95
BOND1050,NY,A,Public Safety,2.25,2010-12-01,2028-12-01,96.19,4.07,6.18
BOND1051,IL,AA,Public Safety,3.75,2012-03-01,2021-03-01,94.81,3.05,9.36
BOND1052,TX,A,Transportation,2.74,2021-01-01,2031-01-01,109.66,4.14,6.3
BOND1053,CA,AA,Utilities,3.98,2018-06-01,2030-06-01,106.73,2.25,4.7
BOND1054,NY,AA,Utilities,2.1,2018-05-01,2024-05-01,108.5,2.61,8.62
BOND1055,FL,A,Transportation,5.27,2016-04-01,2030-04-01,100.43,4.22,6.44
BOND1056,CA,A,Healthcare,3.87,2018-08-01,2023-08-01,99.83,4.77,7.0
BOND1057,NY,AA,Public Safety,2.48,2018-04-01,2031-04-01,100.34,2.0,9.21
BOND1058,TX,AA,Healthcare,4.93,2022-08-01,2039-08-01,103.21,3.07,6.46
BOND1059,TX,AA,Public Safety,4.33,2014-09-01,2022-09-01,105.89,1.8,6.37
BOND1060,CA,A,Transportation,4.37,2017-02-01,2031-02-01,101.03,4.4,6.06
BOND1061,TX,AA,Transportation,2.95,2012-09-01,2030-09-01,108.05,3.28,8.31
BOND1062,TX,A,Transportation,5.41,2013-06-01,2021-06-01,101.47,4.15,7.67
BOND1063,NY,A,Education,4.81,2012-03-01,2027-03-01,100.76,3.84,8.42
BOND1064,CA,AAA,Utilities,4.31,2017-10-01,2035-10-01,98.55,1.59,4.21
BOND1065,NY,AA,Transportation,3.13,2015-08-01,2022-08-01,92.42,2.36,4.01
BOND1066,NY,A,Healthcare,5.33,2016-01-01,2023-01-01,101.25,4.54,6.86
BOND1067,FL,AA,Education,2.42,2013-02-01,2018-02-01,107.87,3.48,3.63
BOND1068,NY,AA,Transportation,3.92,2020-09-01,2028-09-01,92.77,2.29,9.94
BOND1069,CA,A,Public Safety,3.58,2015-12-01,2033-12-01,109.18,3.95,3.49
BOND1070,IL,A,Education,4.68,2015-05-01,2031-05-01,104.13,4.24,7.99
BOND1071,CA,AAA,Transportation,4.8,2012-04-01,2029-04-01,98.45,1.85,4.89
BOND1072,IL,A,Public Safety,2.34,2015-02-01,2025-02-01,100.01,3.73,4.85
BOND1073,CA,AA,Utilities,3.61,2012-01-01,2023-01-01,106.72,3.1,5.18
BOND1074,FL,AA,Healthcare,4.13,2018-07-01,2034-07-01,95.36,3.35,4.77
BOND1075,IL,A,Utilities,2.26,2015-07-01,2021-07-01,96.0,3.65,3.8
BOND1076,IL,AA,Education,5.28,2020-11-01,2025-11-01,108.52,3.42,5.41
BOND1077,NY,AA,Transportation,4.23,2012-03-01,2020-03-01,99.81,1.61,8.25
BOND1078,IL,A,Public Safety,4.56,2015-11-01,2029-11-01,99.04,4.64,4.7
BOND1079,FL,AA,Utilities,5.22,2015-11-01,2020-11-01,106.76,3.08,7.06
BOND1080,CA,AA,Public Safety,4.79,2011-09-01,2025-09-01,105.79,2.82,6.11
BOND1081,TX,AA,Education,4.75,2012-01-01,2026-01-01,108.33,3.26,3.96
BOND1082,IL,AA,Public Safety,3.53,2022-05-01,2042-05-01,96.97,2.74,7.31
BOND1083,CA,A,Healthcare,4.4,2021-12-01,2026-12-01,91.24,4.38,9.66
BOND1084,IL,A,Utilities,2.99,2010-05-01,2018-05-01,106.23,3.81,6.12
BOND1085,IL,AA,Healthcare,2.12,2019-05-01,2039-05-01,96.11,1.55,6.26
BOND1086,CA,AA,Healthcare,2.3,2013-11-01,2024-11-01,97.15,3.0,5.81
BOND1087,CA,AA,Public Safety,2.81,2014-07-01,2029-07-01,107.99,1.88,5.73
BOND1088,CA,AA,Public Safety,5.08,2011-08-01,2024-08-01,90.87,1.59,7.06
BOND1089,IL,AA,Utilities,5.04,2019-10-01,2039-10-01,98.18,2.01,9.21
BOND1090,IL,AAA,Transportation,2.61,2015-04-01,2032-04-01,99.56,1.73,3.2
BOND1091,FL,A,Healthcare,5.47,2015-09-01,2029-09-01,99.97,4.86,8.57
BOND1092,NY,A,Public Safety,2.31,2017-04-01,2035-04-01,102.11,3.66,5.79
BOND1093,FL,A,Healthcare,5.31,2018-07-01,2035-07-01,102.74,4.79,3.48
BOND1094,NY,AA,Transportation,3.52,2012-02-01,2026-02-01,100.89,3.25,4.8
BOND1095,NY,AA,Public Safety,2.2,2018-03-01,2027-03-01,97.3,2.82,4.99
BOND1096,TX,AA,Education,3.08,2010-04-01,2016-04-01,95.19,1.81,8.62
BOND1097,IL,AA,Transportation,4.51,2019-06-01,2032-06-01,108.8,1.92,9.58
BOND1098,TX,AA,Healthcare,3.77,2018-02-01,2028-02-01,99.66,2.21,3.79
BOND1099,NY,A,Healthcare,2.46,2018-10-01,2030-10-01,97.21,4.81,9.8
BOND1100,NY,A,Transportation,4.57,2019-08-01,2032-08-01,103.78,4.22,3.48
BOND1101,NY,AA,Public Safety,3.88,2022-04-01,2029-04-01,99.46,3.12,9.33
BOND1102,NY,A,Transportation,3.39,2021-07-01,2027-07-01,90.19,4.49,8.92
BOND1103,IL,A,Education,5.07,2019-01-01,2025-01-01,103.35,4.41,8.26
BOND1104,TX,AA,Public Safety,3.2,2021-04-01,2041-04-01,103.65,1.91,6.9
BOND1105,FL,A,Transportation,5.09,2012-09-01,2023-09-01,98.45,3.85,4.38
BOND1106,NY,AA,Transportation,2.95,2019-12-01,2024-12-01,92.69,2.65,7.34
BOND1107,IL,A,Public Safety,3.1,2018-12-01,2028-12-01,102.32,4.68,3.09
BOND1108,FL,AA,Transportation,4.46,2017-04-01,2026-04-01,99.88,1.77,8.09
BOND1109,NY,AA,Education,5.41,2010-03-01,2018-03-01,94.56,1.82,8.97
BOND1110,IL,AA,Education,5.24,2014-03-01,2028-03-01,102.26,1.57,7.63
BOND1111,CA,AA,Public Safety,4.66,2011-12-01,2027-12-01,101.34,2.88,3.7
BOND1112,TX,AA,Healthcare,5.14,2019-01-01,2038-01-01,94.98,2.21,7.34
BOND1113,TX,A,Transportation,3.5,2010-12-01,2030-12-01,103.32,3.68,4.87
BOND1114,IL,AA,Transportation,5.35,2018-08-01,2037-08-01,107.95,1.95,7.83
BOND1115,IL,AA,Public Safety,4.45,2011-09-01,2025-09-01,109.23,1.53,6.74
BOND1116,NY,AA,Public Safety,3.88,2012-01-01,2027-01-01,92.08,2.92,7.16
BOND1117,TX,A,Transportation,2.96,2021-02-01,2026-02-01,108.85,4.66,6.39
BOND1118,NY,AA,Education,2.08,2011-05-01,2031-05-01,108.57,3.47,7.21
BOND1119,CA,AA,Education,4.02,2017-01-01,2031-01-01,106.65,3.18,3.21
BOND1120,NY,AA,Education,5.18,2010-10-01,2028-10-01,102.15,2.15,7.39
BOND1121,NY,A,Public Safety,2.39,2014-08-01,2034-08-01,98.26,4.98,7.38
BOND1122,TX,AA,Education,4.79,2022-10-01,2037-10-01,104.86,2.13,4.55
BOND1123,TX,AA,Healthcare,4.17,2016-02-01,2028-02-01,99.25,3.15,3.99
BOND1124,TX,A,Public Safety,4.87,2010-06-01,2023-06-01,92.37,4.17,7.76
BOND1125,FL,A,Utilities,2.41,2013-05-01,2027-05-01,102.13,4.61,5.1
BOND1126,FL,AA,Healthcare,4.83,2015-06-01,2026-06-01,109.89,2.36,4.41
BOND1127,FL,A,Public Safety,4.92,2020-11-01,2039-11-01,109.68,4.74,4.22
BOND1128,NY,A,Education,4.48,2021-11-01,2029-11-01,102.75,4.04,9.42
BOND1129,IL,AA,Transportation,2.79,2010-09-01,2022-09-01,100.02,2.45,7.7
BOND1130,NY,A,Public Safety,4.95,2010-11-01,2029-11-01,93.49,4.78,8.96
BOND1131,TX,AA,Healthcare,4.97,2015-08-01,2024-08-01,100.3,3.47,3.36
BOND1132,CA,A,Public Safety,5.12,2017-07-01,2029-07-01,95.32,4.17,9.73
BOND1133,CA,AA,Transportation,2.82,2019-07-01,2035-07-01,106.24,3.41,3.15
BOND1134,FL,AA,Healthcare,4.88,2019-01-01,2029-01-01,107.03,2.91,5.77
BOND1135,CA,AA,Transportation,5.19,2010-07-01,2018-07-01,105.99,3.29,3.54
BOND1136,NY,AA,Education,3.81,2021-08-01,2036-08-01,92.43,3.08,7.32
BOND1137,NY,AA,Education,3.91,2012-10-01,2032-10-01,93.16,3.39,5.79
BOND1138,IL,AA,Transportation,3.75,2012-02-01,2027-02-01,98.23,2.09,8.16
BOND1139,FL,A,Education,4.41,2019-06-01,2034-06-01,104.32,3.5,5.2
BOND1140,CA,AA,Education,3.73,2021-09-01,2035-09-01,103.3,2.63,9.7
BOND1141,NY,AA,Utilities,2.51,2016-11-01,2028-11-01,97.48,2.89,7.6
BOND1142,CA,AA,Healthcare,4.85,2020-06-01,2029-06-01,91.65,3.37,8.59
BOND1143,FL,A,Transportation,2.63,2012-09-01,2024-09-01,106.55,4.06,6.29
BOND1144,FL,AA,Healthcare,4.58,2014-07-01,2030-07-01,104.35,1.74,7.12
BOND1145,CA,A,Public Safety,4.95,2015-04-01,2035-04-01,109.07,4.38,7.97
BOND1146,IL,A,Education,4.88,2016-11-01,2031-11-01,90.34,3.51,5.33
BOND1147,FL,A,Healthcare,5.02,2010-11-01,2016-11-01,98.06,4.66,4.64
BOND1148,TX,AA,Utilities,2.26,2010-03-01,2020-03-01,107.54,3.0,6.77
BOND1149,TX,AA,Public Safety,5.05,2012-03-01,2030-03-01,92.23,2.62,4.37
BOND1150,CA,A,Utilities,3.38,2021-11-01,2034-11-01,103.59,3.6,8.94
BOND1151,IL,A,Utilities,4.29,2011-08-01,2019-08-01,102.54,3.58,9.66
BOND1152,FL,AA,Healthcare,4.48,2012-05-01,2026-05-01,93.41,2.05,6.32
BOND1153,CA,AA,Public Safety,3.64,2011-07-01,2020-07-01,94.8,2.73,4.12
BOND1154,TX,AA,Public Safety,2.45,2017-10-01,2037-10-01,108.45,2.82,6.23
BOND1155,IL,AA,Education,2.88,2019-01-01,2036-01-01,99.82,2.47,4.51
BOND1156,NY,AA,Public Safety,2.26,2015-12-01,2022-12-01,92.87,2.49,5.15
BOND1157,IL,AA,Healthcare,4.85,2022-09-01,2032-09-01,104.7,3.0,5.89
BOND1158,CA,AA,Education,2.26,2022-02-01,2031-02-01,101.59,2.84,9.37
BOND1159,TX,AA,Public Safety,4.79,2017-08-01,2022-08-01,104.1,1.59,8.66
BOND1160,FL,AA,Transportation,2.38,2015-03-01,2029-03-01,93.53,3.01,7.74
BOND1161,IL,AA,Transportation,2.36,2012-08-01,2027-08-01,109.75,3.39,6.19
BOND1162,IL,AAA,Healthcare,2.57,2017-10-01,2036-10-01,92.97,1.94,3.79
BOND1163,IL,A,Healthcare,2.12,2012-07-01,2024-07-01,108.95,4.31,6.93
BOND1164,FL,A,Transportation,3.82,2011-01-01,2016-01-01,109.07,4.71,9.16
BOND1165,IL,AA,Healthcare,2.28,2014-09-01,2029-09-01,100.34,2.11,6.52
BOND1166,CA,AA,Transportation,2.72,2022-10-01,2042-10-01,92.14,1.93,8.59
BOND1167,IL,AA,Transportation,3.16,2020-01-01,2031-01-01,92.16,2.59,3.51
BOND1168,TX,AA,Utilities,4.84,2012-01-01,2028-01-01,100.89,2.36,7.58
BOND1169,FL,A,Education,2.47,2021-12-01,2031-12-01,94.9,3.77,9.99
BOND1170,FL,A,Healthcare,3.84,2012-03-01,2024-03-01,96.3,3.8,9.86
BOND1171,IL,AA,Education,4.74,2019-03-01,2030-03-01,101.31,2.93,9.05
BOND1172,CA,AA,Public Safety,3.85,2010-08-01,2028-08-01,94.9,2.78,8.51
BOND1173,TX,AA,Public Safety,5.41,2013-11-01,2032-11-01,92.85,3.24,5.15
BOND1174,CA,A,Public Safety,5.13,2016-01-01,2021-01-01,98.54,4.67,3.4
BOND1175,CA,A,Healthcare,2.17,2018-06-01,2033-06-01,97.79,4.9,5.3
BOND1176,IL,A,Healthcare,4.2,2014-12-01,2026-12-01,107.54,3.88,8.07
BOND1177,FL,AA,Transportation,5.34,2015-05-01,2030-05-01,102.4,3.25,6.95
BOND1178,FL,A,Public Safety,3.05,2020-12-01,2033-12-01,102.48,4.18,9.49
BOND1179,IL,A,Education,4.21,2022-02-01,2027-02-01,105.73,3.98,5.22
BOND1180,CA,AA,Education,4.63,2013-11-01,2022-11-01,95.41,1.71,9.56
BOND1181,FL,A,Public Safety,2.49,2018-07-01,2034-07-01,97.8,4.79,8.33
BOND1182,NY,AA,Utilities,5.09,2012-04-01,2029-04-01,93.39,3.27,4.16
BOND1183,CA,AA,Education,3.61,2012-12-01,2023-12-01,90.38,1.97,8.84
BOND1184,IL,A,Education,2.8,2022-08-01,2036-08-01,99.88,4.89,8.8
BOND1185,NY,A,Transportation,2.2,2010-09-01,2018-09-01,108.67,4.38,7.62
BOND1186,NY,AA,Transportation,5.34,2022-02-01,2034-02-01,96.98,2.36,7.83
BOND1187,FL,AA,Transportation,4.64,2015-06-01,2030-06-01,99.34,2.35,5.5
BOND1188,CA,AA,Transportation,5.45,2022-01-01,2031-01-01,106.71,1.58,6.99
BOND1189,TX,A,Public Safety,4.91,2022-07-01,2038-07-01,102.26,4.84,5.45
BOND1190,IL,AA,Public Safety,4.7,2021-12-01,2031-12-01,100.97,2.19,8.1
BOND1191,IL,AA,Education,3.33,2015-12-01,2025-12-01,93.96,2.99,3.15
BOND1192,FL,A,Transportation,4.03,2020-03-01,2028-03-01,95.88,3.54,6.74
BOND1193,IL,AA,Education,4.44,2011-10-01,2025-10-01,90.26,3.2,4.15
BOND1194,TX,A,Education,4.96,2014-12-01,2024-12-01,94.02,4.09,7.49
